s,a
0,-0.216282405764111
6.29451543080594e-05,-0.832792189119049
0.0001888354619266,0.0626661532374153
0.000377670917119548,0.143838210179274
0.000629451501930499,-0.573235675340732
0.000944177174959966,0.5954577328215
0.00132184785640172,0.594582100826052
0.00176246340933823,-0.018816638296659
0.00226602361729521,0.163646180704327
0.00283252815805536,0.0873195714104619
0.00346197657373129,-0.0933542888407197
0.0041543682370977,0.362895274146652
0.00490970231418307,-0.294158271507095
0.00572797772312082,1.09159290909855
0.00660919308926031,-0.0681979415432975
0.00755334669653782,0.0569656567604048
0.00856043643510802,0.533384105679594
0.00963045974523619,0.029640730261803
0.0107634135574518,-0.0478242027418341
0.0119592942289642,-0.416174731825011
0.0132180974763408,0.147268353350629
0.0145398183044493,-0.667902093506975
0.0159244509316643,0.357539946826596
0.0173719887113402,0.812410483725066
0.0188824240495515,-0.344943673676183
0.020455748319102,0.430320184270533
0.022091951769805,0.628763174210605
0.0237910234350373,-0.794598764606443
0.0255529510345679,-0.717649687792454
0.0273777208736655,0.28903578840282
0.0292653177384876,-0.195788420620584
0.0312157247877539,0.349908390046356
0.0332289234407089,0.413539122161193
0.0353048932613771,0.362563354839707
0.0374436118391154,0.652678224162776
0.0396450546654684,0.342860689276128
0.0419091950073324,0.605049496866921
0.0442360037764323,-0.59046514382952
0.0466254493951211,0.00206451534457952
0.0490774976585063,-0.0651405519396497
0.0515921115929134,-0.78750296269613
0.0541692513106936,0.144576568270409
0.0568088738613851,-0.510864475329401
0.0595109330792391,0.72645316698572
0.0622753794271198,-0.382089453779338
0.0651021598367902,0.286463457250917
0.067991217545597,0.133451359768848
0.0709424919295666,-0.435397861143202
0.0739559183329275,-1.05795952627897
0.0770314278940729,-0.000328594522108042
0.0801689473679812,-0.47410112844937
0.0833683989451099,0.34046044788845
0.0866297000667826,0.28917528593237
0.0899527632370873,0.883658546934376
0.0933374958313078,0.335286348127556
0.0967837999009086,-0.279888406333931
0.100291571975097,0.234404629633387
0.103860702858989,-0.457932312775271
0.107491077428399,0.0393221628933618
0.111182574421284,0.0274817170202566
0.114935066225878,0.0541908472315065
0.118748418665532,-0.102120851762459
0.122622490780299,0.607012802472986
0.126557134605303,-0.874719749393361
0.130552194945918,0.279193796359372
0.134607509149799,0.515810453151473
0.138722906875795,0.436421161144293
0.142898209859802,0.362884591498327
0.147133231677577,0.097188443703293
0.151427777504577,0.418713541166634
0.155781643872847,0.367818501545471
0.160194618425032,-0.0411930077491998
0.16466647966554,-0.0987817145240936
0.16919699670892,-0.0546060591704707
0.173785929025509,-0.640783453026721
0.178433026184399,-0.0167104518529189
0.183138027593797,0.16308312138605
0.187900662238821,0.264895599125927
0.192720648416812,0.832936696596194
0.197597693470219,-0.0605523029379922
0.202531493517137,0.430365344234779
0.207521733179552,0.522146799854188
0.212568085309393,0.597002104969193
0.217670210712442,-0.365493672825979
0.222827757870203,0.240625085232327
0.2280403626598,0.257663943313584
0.233307648072002,-0.360983485979332
0.238629223927446,-0.223889144389225
0.244004686591176,0.692575254082244
0.249433618685569,0.0900317924002094
0.254915588801757,0.355134863268551
0.260450151209653,0.208660032955436
0.266036845566675,-0.148535616030738
0.271675196625279,-0.106000722072612
0.277364713939421,0.400259770936233
0.283104891570053,-0.291813871680026
0.288895207789775,0.578491471178017
0.294735124786774,0.477200971278449
0.300624088368163,-0.213259452377908
0.306561527662855,0.0697280678508619
0.312546854824111,-0.38636677505535
0.318579464731895,-0.888592273352326
0.324658734695173,0.710838906213454
0.330784024154309,-0.0364897753021705
0.336954674383705,0.391724144700217
0.343170008194836,0.350336154495594
0.349429329639838,0.249362293366993
0.355731923715809,-0.257967546782686
0.36207705607,-0.224139413683702
0.368463972706042,0.0677009912871733
0.374891899691414,-0.33249295569461
0.381360042866298,-0.26191461619517
0.387867587554034,1.00791516383524
0.394413698273336,0.305236629858343
0.400997518452484,-0.325553835282223
0.407618170145662,0.268281640946559
0.414274753751673,-0.26943680737334
0.420966347735203,-0.374014683183084
0.427692008350875,0.176010716132045
0.43445076937028,0.789279577576521
0.441241641812223,0.382901679755218
0.448063613676394,0.652892491637871
0.454915649680701,-0.253125658209011
0.461796691002491,0.10665208463063
0.468705655023903,0.21195003177567
0.47564143508158,-0.257115232029961
0.482602900221006,-0.303892157607996
0.489588894955708,0.827874649026277
0.496598239031568,0.374401146649074
0.503629727196535,0.0527910804333088
0.510682128975965,0.784885363350687
0.517754188453887,0.504561824648921
0.524844624060459,-0.0993331257590179
0.531952128365882,1.07220663283671
0.539075367881076,0.554100175701734
0.546212982865385,1.15581046671086
0.553363587141617,0.99243520532148
0.560525767918711,0.0884867046442657
0.567698085622325,-0.208212656568058
0.57487907373366,0.408555177028669
0.582067238636829,0.287044391947566
0.589261059475071,0.037917059975919
0.596458988016144,0.716063229872608
0.603659448527215,1.21893053759013
0.610860837659558,0.209012536435939
0.618061524343415,0.0664937274317011
0.625259849693328,0.37438285637909
0.6324541269243,0.836796306315192
0.639642641279111,0.0859722519868207
0.646823649967139,-0.0797474045340052
0.653995382115037,0.468865450310096
0.66115603872961,0.504093128357184
0.668303792673254,0.787376381841438
0.675436788652302,0.255018777008171
0.682553143218654,0.486011769822391
0.689650944785041,0.351595483959228
0.696728253654286,0.537475118127356
0.703783102062949,1.35292666531409
0.710813494239698,0.290359450014585
0.717817406478805,-0.0717915709555569
0.72479278722912,0.844907216911902
0.731737557198916,0.166793518595473
0.738649609476964,0.644911992589514
0.745526809670234,0.321633976505396
0.752366996058592,0.911556557264425
0.75916797976687,0.928786234060586
0.765927544954703,0.559013324071314
0.772643449024498,-0.357764232459572
0.779313422847932,0.744241705389339
0.785935171011348,1.48301681391644
0.792506372080436,1.20435754181476
0.799024678884578,-0.0864262110135444
0.805487718821235,0.673083788139039
0.811893094180761,0.380240427164509
0.818238382492003,0.217458889754516
0.824521136889079,0.12123571413471
0.830738886499705,0.89150146146151
0.836889136855422,0.541138373582284
0.842969370324117,0.792386749482694
0.848977046565173,0.589247903809255
0.85490960300764,0.549396659600905
0.860764455351743,0.976060252830934
0.86653899809412,1.16341381416018
0.872230605077108,1.86403836815499
0.877836630062425,0.137986641331432
0.883354407329592,0.313996682120366
0.888781252299418,1.35287179377403
0.894114462182873,0.647692215912168
0.899351316655661,0.160578456474389
0.904489078558814,1.01758144304152
0.909524994625599,1.64500741658015
0.91445629623503,1.23088376606737
0.919280200192283,1.8641520875933
0.923993909536267,1.14622344804037
0.928594614374643,1.83467646906815
0.933079492746524,0.740930307004739
0.937445711513118,0.349332675531575
0.941690427276534,0.822006126988447
0.945810787326981,1.53099247920353
0.949803930618575,0.386021737207034
0.953666988773931,1.2699705365222
0.957397087117746,0.659783266078668
0.960991345739534,1.24418328519796
0.964446880585659,0.426715249442128
0.967760804580821,1.02761545073502
0.970930228779113,-0.00973954190620163
0.973952263544749,0.753854546007721
0.976824019762574,1.23921042791148
0.979542610078409,0.855400611403269
0.982105150169299,1.64182300175646
0.984508760043695,0.715470291908458
0.986750565371599,-0.124010752285879
0.988827698844655,0.430177986169348
